Freq_Hz,Freq_GHz,S21_dB,S11_dB
985511022,0.9855,-0.0436,-20.0018
993507014,0.9935,-0.0711,-17.8937
1001503006,1.0015,-0.1076,-16.1126
1009498998,1.0095,-0.1544,-14.5671
1017494990,1.0175,-0.2129,-13.2013
1025490982,1.0255,-0.2844,-11.9793
1033486974,1.0335,-0.3703,-10.8761
1041482966,1.0415,-0.4718,-9.8744
1049478958,1.0495,-0.5900,-8.9611
1057474950,1.0575,-0.7260,-8.1266
1065470942,1.0655,-0.8805,-7.3632
1073466934,1.0735,-1.0543,-6.6648
1081462926,1.0815,-1.2475,-6.0262
1089458918,1.0895,-1.4603,-5.4430
1097454910,1.0975,-1.6926,-4.9112
1105450902,1.1055,-1.9437,-4.4272
1113446894,1.1134,-2.2130,-3.9876
1121442886,1.1214,-2.4996,-3.5891
1129438878,1.1294,-2.8024,-3.2287
1137434870,1.1374,-3.1201,-2.9033
1145430862,1.1454,-3.4513,-2.6100
1153426854,1.1534,-3.7947,-2.3461
1161422846,1.1614,-4.1489,-2.1090
1169418838,1.1694,-4.5125,-1.8963
1177414830,1.1774,-4.8840,-1.7056
1185410822,1.1854,-5.2623,-1.5347
1193406814,1.1934,-5.6461,-1.3818
1201402806,1.2014,-6.0343,-1.2448
1209398798,1.2094,-6.4259,-1.1223
1217394790,1.2174,-6.8199,-1.0126
1225390782,1.2254,-7.2154,-0.9144
1233386774,1.2334,-7.6119,-0.8265
1241382766,1.2414,-8.0086,-0.7478
1249378758,1.2494,-8.4049,-0.6772
1257374749,1.2574,-8.8003,-0.6139
1265370741,1.2654,-9.1944,-0.5571
1273366733,1.2734,-9.5868,-0.5060
1281362725,1.2814,-9.9773,-0.4601
1289358717,1.2894,-10.3655,-0.4188
1297354709,1.2974,-10.7512,-0.3816
1305350701,1.3054,-11.1342,-0.3481
1313346693,1.3133,-11.5144,-0.3178
1321342685,1.3213,-11.8917,-0.2904
1329338677,1.3293,-12.2659,-0.2657
1337334669,1.3373,-12.6370,-0.2433
1345330661,1.3453,-13.0049,-0.2230
1353326653,1.3533,-13.3696,-0.2047
1361322645,1.3613,-13.7311,-0.1879
1369318637,1.3693,-14.0893,-0.1728
1377314629,1.3773,-14.4443,-0.1590
1385310621,1.3853,-14.7960,-0.1464
1393306613,1.3933,-15.1444,-0.1349
1401302605,1.4013,-15.4897,-0.1245
1409298597,1.4093,-15.8317,-0.1149
1417294589,1.4173,-16.1706,-0.1062
1425290581,1.4253,-16.5064,-0.0982
1433286573,1.4333,-16.8390,-0.0909
1441282565,1.4413,-17.1686,-0.0842
1449278557,1.4493,-17.4952,-0.0780
1457274549,1.4573,-17.8188,-0.0724
1465270541,1.4653,-18.1394,-0.0672
1473266533,1.4733,-18.4572,-0.0624
1481262525,1.4813,-18.7721,-0.0580
1489258517,1.4893,-19.0843,-0.0540
1497254509,1.4973,-19.3936,-0.0502
1505250501,1.5053,-19.7003,-0.0468
1513246493,1.5132,-20.0043,-0.0436
1521242485,1.5212,-20.3056,-0.0407
1529238477,1.5292,-20.6044,-0.0380
1537234469,1.5372,-20.9007,-0.0354
1545230461,1.5452,-21.1944,-0.0331
1553226453,1.5532,-21.4857,-0.0310
1561222445,1.5612,-21.7746,-0.0290
1569218437,1.5692,-22.0611,-0.0271
1577214429,1.5772,-22.3453,-0.0254
1585210421,1.5852,-22.6272,-0.0238
1593206413,1.5932,-22.9068,-0.0223
1601202405,1.6012,-23.1843,-0.0209
1609198397,1.6092,-23.4595,-0.0196
1617194389,1.6172,-23.7327,-0.0184
1625190381,1.6252,-24.0037,-0.0173
1633186373,1.6332,-24.2726,-0.0163
1641182365,1.6412,-24.5395,-0.0153
1649178357,1.6492,-24.8044,-0.0144
1657174349,1.6572,-25.0674,-0.0135
1665170341,1.6652,-25.3284,-0.0128
1673166333,1.6732,-25.5874,-0.0120
1681162325,1.6812,-25.8447,-0.0113
1689158317,1.6892,-26.1000,-0.0107
1697154309,1.6972,-26.3536,-0.0101
1705150301,1.7052,-26.6053,-0.0095
1713146293,1.7131,-26.8553,-0.0090
1721142285,1.7211,-27.1036,-0.0085
1729138277,1.7291,-27.3502,-0.0080
1737134269,1.7371,-27.5950,-0.0076
1745130261,1.7451,-27.8383,-0.0072
1753126253,1.7531,-28.0799,-0.0068
1761122244,1.7611,-28.3198,-0.0064
1769118236,1.7691,-28.5582,-0.0061
1777114228,1.7771,-28.7951,-0.0057
1785110220,1.7851,-29.0304,-0.0054
1793106212,1.7931,-29.2642,-0.0051
1801102204,1.8011,-29.4965,-0.0049
1809098196,1.8091,-29.7273,-0.0046
1817094188,1.8171,-29.9567,-0.0044
1825090180,1.8251,-30.1846,-0.0042
1833086172,1.8331,-30.4111,-0.0040
1841082164,1.8411,-30.6363,-0.0038
1849078156,1.8491,-30.8600,-0.0036
1857074148,1.8571,-31.0824,-0.0034
1865070140,1.8651,-31.3035,-0.0032
1873066132,1.8731,-31.5233,-0.0031
1881062124,1.8811,-31.7417,-0.0029
1889058116,1.8891,-31.9589,-0.0028
1897054108,1.8971,-32.1748,-0.0026
1905050100,1.9051,-32.3895,-0.0025
1913046092,1.9130,-32.6029,-0.0024
1921042084,1.9210,-32.8151,-0.0023
1929038076,1.9290,-33.0261,-0.0022
1937034068,1.9370,-33.2359,-0.0021
1945030060,1.9450,-33.4446,-0.0020
1953026052,1.9530,-33.6520,-0.0019
1961022044,1.9610,-33.8584,-0.0018
1969018036,1.9690,-34.0636,-0.0017
1977014028,1.9770,-34.2677,-0.0016
1985010020,1.9850,-34.4707,-0.0016
1993006012,1.9930,-34.6726,-0.0015
2001002004,2.0010,-34.8734,-0.0014
2008997996,2.0090,-35.0732,-0.0014
2016993988,2.0170,-35.2719,-0.0013
2024989980,2.0250,-35.4695,-0.0012
2032985972,2.0330,-35.6662,-0.0012
2040981964,2.0410,-35.8618,-0.0011
2048977956,2.0490,-36.0564,-0.0011
2056973948,2.0570,-36.2501,-0.0010
2064969940,2.0650,-36.4427,-0.0010
2072965932,2.0730,-36.6344,-0.0009
2080961924,2.0810,-36.8251,-0.0009
2088957916,2.0890,-37.0149,-0.0009
2096953908,2.0970,-37.2037,-0.0008
2104949900,2.1049,-37.3917,-0.0008
2112945892,2.1129,-37.5786,-0.0008
2120941884,2.1209,-37.7647,-0.0007
2128937876,2.1289,-37.9499,-0.0007
2136933868,2.1369,-38.1342,-0.0007
2144929860,2.1449,-38.3176,-0.0006
2152925852,2.1529,-38.5002,-0.0006
2160921844,2.1609,-38.6818,-0.0006
2168917836,2.1689,-38.8627,-0.0006
2176913828,2.1769,-39.0427,-0.0005
2184909820,2.1849,-39.2218,-0.0005
2192905812,2.1929,-39.4001,-0.0005
2200901804,2.2009,-39.5776,-0.0005
2208897796,2.2089,-39.7543,-0.0005
2216893788,2.2169,-39.9302,-0.0004
2224889780,2.2249,-40.1053,-0.0004
2232885772,2.2329,-40.2796,-0.0004
2240881764,2.2409,-40.4532,-0.0004
2248877756,2.2489,-40.6259,-0.0004
2256873747,2.2569,-40.7979,-0.0004
2264869739,2.2649,-40.9692,-0.0003
2272865731,2.2729,-41.1397,-0.0003
2280861723,2.2809,-41.3094,-0.0003
2288857715,2.2889,-41.4785,-0.0003
2296853707,2.2969,-41.6468,-0.0003
2304849699,2.3048,-41.8143,-0.0003
2312845691,2.3128,-41.9812,-0.0003
2320841683,2.3208,-42.1473,-0.0003
2328837675,2.3288,-42.3128,-0.0003
2336833667,2.3368,-42.4775,-0.0002
2344829659,2.3448,-42.6416,-0.0002
2352825651,2.3528,-42.8050,-0.0002
2360821643,2.3608,-42.9677,-0.0002
2368817635,2.3688,-43.1297,-0.0002
2376813627,2.3768,-43.2911,-0.0002
2384809619,2.3848,-43.4518,-0.0002
2392805611,2.3928,-43.6119,-0.0002
2400801603,2.4008,-43.7713,-0.0002
2408797595,2.4088,-43.9301,-0.0002
2416793587,2.4168,-44.0882,-0.0002
2424789579,2.4248,-44.2457,-0.0002
2432785571,2.4328,-44.4026,-0.0002
2440781563,2.4408,-44.5589,-0.0002
2448777555,2.4488,-44.7145,-0.0001
2456773547,2.4568,-44.8696,-0.0001
2464769539,2.4648,-45.0240,-0.0001
2472765531,2.4728,-45.1779,-0.0001
2480761523,2.4808,-45.3311,-0.0001
2488757515,2.4888,-45.4838,-0.0001
2496753507,2.4968,-45.6359,-0.0001
2504749499,2.5047,-45.7874,-0.0001
2512745491,2.5127,-45.9383,-0.0001
2520741483,2.5207,-46.0886,-0.0001
2528737475,2.5287,-46.2384,-0.0001
2536733467,2.5367,-46.3877,-0.0001
2544729459,2.5447,-46.5363,-0.0001
2552725451,2.5527,-46.6845,-0.0001
2560721443,2.5607,-46.8320,-0.0001
2568717435,2.5687,-46.9791,-0.0001
2576713427,2.5767,-47.1256,-0.0001
2584709419,2.5847,-47.2715,-0.0001
2592705411,2.5927,-47.4170,-0.0001
2600701403,2.6007,-47.5619,-0.0001
2608697395,2.6087,-47.7063,-0.0001
2616693387,2.6167,-47.8501,-0.0001
2624689379,2.6247,-47.9935,-0.0001
2632685371,2.6327,-48.1363,-0.0001
2640681363,2.6407,-48.2787,-0.0001
2648677355,2.6487,-48.4205,-0.0001
2656673347,2.6567,-48.5618,-0.0001
2664669339,2.6647,-48.7027,-0.0001
2672665331,2.6727,-48.8430,-0.0001
2680661323,2.6807,-48.9829,-0.0001
2688657315,2.6887,-49.1223,-0.0001
2696653307,2.6967,-49.2612,-0.0001
2704649299,2.7046,-49.3996,-0.0000
2712645291,2.7126,-49.5375,-0.0000
2720641283,2.7206,-49.6750,-0.0000
2728637275,2.7286,-49.8120,-0.0000
2736633267,2.7366,-49.9486,-0.0000
2744629259,2.7446,-50.0847,-0.0000
2752625251,2.7526,-50.2203,-0.0000
2760621242,2.7606,-50.3555,-0.0000
2768617234,2.7686,-50.4902,-0.0000
2776613226,2.7766,-50.6245,-0.0000
2784609218,2.7846,-50.7583,-0.0000
2792605210,2.7926,-50.8917,-0.0000
2800601202,2.8006,-51.0247,-0.0000
2808597194,2.8086,-51.1572,-0.0000
2816593186,2.8166,-51.2893,-0.0000
2824589178,2.8246,-51.4210,-0.0000
2832585170,2.8326,-51.5522,-0.0000
2840581162,2.8406,-51.6830,-0.0000
2848577154,2.8486,-51.8134,-0.0000
2856573146,2.8566,-51.9434,-0.0000
2864569138,2.8646,-52.0730,-0.0000
2872565130,2.8726,-52.2022,-0.0000
2880561122,2.8806,-52.3309,-0.0000
2888557114,2.8886,-52.4593,-0.0000
2896553106,2.8966,-52.5872,-0.0000
2904549098,2.9045,-52.7147,-0.0000
2912545090,2.9125,-52.8419,-0.0000
2920541082,2.9205,-52.9686,-0.0000
2928537074,2.9285,-53.0950,-0.0000
2936533066,2.9365,-53.2210,-0.0000
2944529058,2.9445,-53.3465,-0.0000
2952525050,2.9525,-53.4717,-0.0000
2960521042,2.9605,-53.5965,-0.0000
2968517034,2.9685,-53.7210,-0.0000
2976513026,2.9765,-53.8450,-0.0000
2984509018,2.9845,-53.9687,-0.0000
2992505010,2.9925,-54.0920,-0.0000
3000501002,3.0005,-54.2149,-0.0000
3008496994,3.0085,-54.3375,-0.0000
3016492986,3.0165,-54.4597,-0.0000
3024488978,3.0245,-54.5816,-0.0000
3032484970,3.0325,-54.7030,-0.0000
3040480962,3.0405,-54.8242,-0.0000
3048476954,3.0485,-54.9449,-0.0000
3056472946,3.0565,-55.0653,-0.0000
3064468938,3.0645,-55.1854,-0.0000
3072464930,3.0725,-55.3051,-0.0000
3080460922,3.0805,-55.4244,-0.0000
3088456914,3.0885,-55.5435,-0.0000
3096452906,3.0965,-55.6621,-0.0000
3104448898,3.1044,-55.7805,-0.0000
3112444890,3.1124,-55.8984,-0.0000
3120440882,3.1204,-56.0161,-0.0000
3128436874,3.1284,-56.1334,-0.0000
3136432866,3.1364,-56.2504,-0.0000
3144428858,3.1444,-56.3670,-0.0000
3152424850,3.1524,-56.4834,-0.0000
3160420842,3.1604,-56.5993,-0.0000
3168416834,3.1684,-56.7150,-0.0000
3176412826,3.1764,-56.8304,-0.0000
3184408818,3.1844,-56.9454,-0.0000
3192404810,3.1924,-57.0601,-0.0000
3200400802,3.2004,-57.1745,-0.0000
3208396794,3.2084,-57.2885,-0.0000
3216392786,3.2164,-57.4023,-0.0000
3224388778,3.2244,-57.5157,-0.0000
3232384770,3.2324,-57.6289,-0.0000
3240380762,3.2404,-57.7417,-0.0000
3248376754,3.2484,-57.8542,-0.0000
3256372745,3.2564,-57.9664,-0.0000
3264368737,3.2644,-58.0783,-0.0000
3272364729,3.2724,-58.1899,-0.0000
3280360721,3.2804,-58.3012,-0.0000
3288356713,3.2884,-58.4122,-0.0000
3296352705,3.2964,-58.5229,-0.0000
3304348697,3.3043,-58.6333,-0.0000
3312344689,3.3123,-58.7434,-0.0000
3320340681,3.3203,-58.8533,-0.0000
3328336673,3.3283,-58.9628,-0.0000
3336332665,3.3363,-59.0720,-0.0000
3344328657,3.3443,-59.1810,-0.0000
3352324649,3.3523,-59.2897,-0.0000
3360320641,3.3603,-59.3980,-0.0000
3368316633,3.3683,-59.5062,-0.0000
3376312625,3.3763,-59.6140,-0.0000
3384308617,3.3843,-59.7215,-0.0000
3392304609,3.3923,-59.8288,-0.0000
3400300601,3.4003,-59.9358,-0.0000
3408296593,3.4083,-60.0425,-0.0000
3416292585,3.4163,-60.1489,-0.0000
3424288577,3.4243,-60.2551,-0.0000
3432284569,3.4323,-60.3610,-0.0000
3440280561,3.4403,-60.4666,-0.0000
3448276553,3.4483,-60.5720,-0.0000
3456272545,3.4563,-60.6771,-0.0000
3464268537,3.4643,-60.7819,-0.0000
3472264529,3.4723,-60.8865,-0.0000
3480260521,3.4803,-60.9908,-0.0000
3488256513,3.4883,-61.0948,-0.0000
3496252505,3.4963,-61.1986,-0.0000
3504248497,3.5042,-61.3021,-0.0000
3512244489,3.5122,-61.4054,-0.0000
3520240481,3.5202,-61.5084,-0.0000
3528236473,3.5282,-61.6112,-0.0000
3536232465,3.5362,-61.7137,-0.0000
3544228457,3.5442,-61.8159,-0.0000
3552224449,3.5522,-61.9179,-0.0000
3560220441,3.5602,-62.0197,-0.0000
3568216433,3.5682,-62.1212,-0.0000
3576212425,3.5762,-62.2225,-0.0000
3584208417,3.5842,-62.3235,-0.0000
3592204409,3.5922,-62.4242,-0.0000
3600200401,3.6002,-62.5248,-0.0000
3608196393,3.6082,-62.6251,-0.0000
3616192385,3.6162,-62.7251,-0.0000
3624188377,3.6242,-62.8249,-0.0000
3632184369,3.6322,-62.9245,-0.0000
3640180361,3.6402,-63.0238,-0.0000
3648176353,3.6482,-63.1229,-0.0000
3656172345,3.6562,-63.2218,-0.0000
3664168337,3.6642,-63.3204,-0.0000
3672164329,3.6722,-63.4188,-0.0000
3680160321,3.6802,-63.5170,-0.0000
3688156313,3.6882,-63.6149,-0.0000
3696152305,3.6962,-63.7126,-0.0000
3704148297,3.7041,-63.8101,-0.0000
3712144289,3.7121,-63.9073,-0.0000
3720140281,3.7201,-64.0044,-0.0000
3728136273,3.7281,-64.1012,-0.0000
3736132265,3.7361,-64.1977,-0.0000
3744128257,3.7441,-64.2941,-0.0000
3752124248,3.7521,-64.3902,-0.0000
3760120240,3.7601,-64.4861,-0.0000
3768116232,3.7681,-64.5818,-0.0000
3776112224,3.7761,-64.6773,-0.0000
3784108216,3.7841,-64.7726,-0.0000
3792104208,3.7921,-64.8676,-0.0000
3800100200,3.8001,-64.9624,-0.0000
3808096192,3.8081,-65.0571,-0.0000
3816092184,3.8161,-65.1515,-0.0000
3824088176,3.8241,-65.2456,-0.0000
3832084168,3.8321,-65.3396,-0.0000
3840080160,3.8401,-65.4334,-0.0000
3848076152,3.8481,-65.5269,-0.0000
3856072144,3.8561,-65.6203,-0.0000
3864068136,3.8641,-65.7134,-0.0000
3872064128,3.8721,-65.8064,-0.0000
3880060120,3.8801,-65.8991,-0.0000
3888056112,3.8881,-65.9916,-0.0000
3896052104,3.8961,-66.0840,-0.0000
3904048096,3.9040,-66.1761,-0.0000
3912044088,3.9120,-66.2680,-0.0000
3920040080,3.9200,-66.3597,-0.0000
3928036072,3.9280,-66.4512,-0.0000
3936032064,3.9360,-66.5425,-0.0000
3944028056,3.9440,-66.6337,-0.0000
3952024048,3.9520,-66.7246,-0.0000
3960020040,3.9600,-66.8153,-0.0000
3968016032,3.9680,-66.9058,-0.0000
3976012024,3.9760,-66.9962,-0.0000
3984008016,3.9840,-67.0863,-0.0000
3992004008,3.9920,-67.1763,-0.0000
4000000000,4.0000,-67.2660,-0.0000
